name_auction	link	serial_number	sold_price	sold_date	location
2006 DAF CF85.340	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4932743&LP=TRK		21.238	7-2-2014 3:30:	Groot-Brittannie
2006 DAF CF85.340	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4932671&LP=TRK		20.631	7-2-2014 3:34:	Groot-Brittannie
2006 DAF CF85.340	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=5322935&LP=TRK	VIN #XLRAD85XC0E721560	17.589	15-7-2014 9:33:	Groot-Brittannie
2006 DAF CF85.340	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=5322939&LP=TRK	VIN #XLRAD85XC0E711671	17.589	15-7-2014 9:33:	Groot-Brittannie
2006 DAF CF85.340	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=5322949&LP=TRK	VIN #XLRAD85XC0E711493	17.589	15-7-2014 9:33:	Groot-Brittannie
2006 DAF CF85.340	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=5322955&LP=TRK	VIN #XLRAD85XC0E703442	17.589	15-7-2014 9:33:	Groot-Brittannie
2006 DAF CF85.340	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4147985&LP=TRK	VIN #XLRAD85XCOE718911	16.941	6-2-2013 8:19:	Groot-Brittannie
2006 DAF CF85.340	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4584573&LP=TRK	VIN #XLRAP85XC0E700124	16.277	2-9-2013 11:06:	Groot-Brittannie
2005 DAF CF85.340	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4148201&LP=TRK	VIN #XLRAD85XC0E669866	16.357	6-2-2013 9:06:	Groot-Brittannie
2005 DAF CF85.340	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4393649&LP=TRK		11.691	31-5-2013 8:42:	Groot-Brittannie
2004 DAF CF85.340	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=5432531&LP=TRK	VIN #XLRAD85XC0E649457	16.331	4-9-2014 11:29:	Groot-Brittannie
2004 DAF CF85.340	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4584527&LP=TRK	VIN #XLRAD85XC0E634507	15.695	2-9-2013 10:24:	Groot-Brittannie
2004 DAF CF85.340	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=5399149&LP=TRK		15.115	15-8-2014 3:01:	Groot-Brittannie
2004 DAF CF85.340	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4930571&LP=TRK		14.563	7-2-2014 3:43:	Groot-Brittannie
2004 DAF CF85.340	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4148001&LP=TRK	VIN #AE04XJA	14.605	6-2-2013 8:22:	Groot-Brittannie
2004 DAF CF85.340	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4148011&LP=TRK	VIN #XLRAD85XCOE621272	14.605	6-2-2013 8:22:	Groot-Brittannie
2004 DAF CF85.340	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=5432533&LP=TRK		13.819	4-9-2014 11:29:	Groot-Brittannie
2004 DAF CF85.340	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=5465115&LP=TRK		13.589	15-9-2014 3:06:	Groot-Brittannie
2004 DAF CF85.340	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4393647&LP=TRK	VIN #XLRAD85XCOE653752	12.860	31-5-2013 8:43:	Groot-Brittannie
2004 DAF CF85.340	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4393651&LP=TRK		12.860	31-5-2013 8:48:	Groot-Brittannie
2003 DAF CF85.340	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=5323001&LP=TRK	VIN #XLRAD85XC0E611131	15.076	15-7-2014 9:33:	Groot-Brittannie
2003 DAF CF85.340	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4148019&LP=TRK	VIN #E599859	15.189	6-2-2013 8:24:	Groot-Brittannie
2003 DAF CF85.340	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4148015&LP=TRK	VIN #XLRAD85XCOE513060	14.605	6-2-2013 8:23:	Groot-Brittannie
2003 DAF CF85.340	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4393605&LP=TRK	VIN #XLRAD85XCOE613865	14.614	31-5-2013 8:22:	Groot-Brittannie
2003 DAF CF85.340	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4148021&LP=TRK	VIN #XLRAD85XCOE599359	12.852	6-2-2013 8:25:	Groot-Brittannie
2003 DAF CF85.340	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4148253&LP=TRK	VIN #XLRAD85XC0E6245350	11.100	6-2-2013 9:27:	Groot-Brittannie
2002 DAF CF85.340	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=5084527&LP=TRK	VIN #XLRAD85XC0E589685	15.143	11-4-2014 3:17:	Groot-Brittannie
2002 DAF CF85.340	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4148043&LP=TRK	VIN #XLRAD85XC0E588966	12.852	6-2-2013 8:31:	Groot-Brittannie
2002 DAF CF85.340	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4584531&LP=TRK	VIN #XLRAD85XC0E587501	11.626	2-9-2013 10:28:	Groot-Brittannie
2002 DAF CF85.340	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4148029&LP=TRK	VIN #577519	9.931	6-2-2013 8:25:	Groot-Brittannie
2002 DAF CF85.340	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4393653&LP=TRK	VIN #XLRAD85XC0E585092	9.645	31-5-2013 8:48:	Groot-Brittannie
2001 DAF CF85.340	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4407663&LP=TRK	Stk #XLRAE85XCOE535616	20.000	10-6-2013 9:51:	Spanje
2001 DAF CF85.340	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4233771&LP=TRK	VIN #XLRAT85XCOE546692	19.500	20-3-2013 6:16:	Frankrijk
2001 DAF CF85.340	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=5214785&LP=TRK		11.721	30-5-2014 8:02:	Groot-Brittannie
1999 DAF CF85.340	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=5297435&LP=TRK	VIN #XLRAT85XC0E489029	18.000	4-7-2014 3:31:	Nederland
1999 DAF CF85.340	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=3958055&LP=TRK	VIN #XLRAE85XC0E51514	10.000	1-11-2012 3:39:	Spanje
2009 DAF CF85.360	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4932753&LP=TRK	VIN #E811515	35.195	7-2-2014 3:27:	Groot-Brittannie
2009 DAF CF85.360	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4932643&LP=TRK		25.486	7-2-2014 3:34:	Groot-Brittannie
2008 DAF CF85.360	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4240449&LP=TRK	VIN #XLRAT85MC0E792381	31.000	22-3-2013 6:50:	Spanje
2008 DAF CF85.360	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=5432471&LP=TRK	VIN #XLRAD85MCOE780696	28.894	4-9-2014 9:56:	Groot-Brittannie
2008 DAF CF85.360	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4932755&LP=TRK		27.306	7-2-2014 3:30:	Groot-Brittannie
2008 DAF CF85.360	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4932757&LP=TRK		25.486	7-2-2014 3:30:	Groot-Brittannie
2008 DAF CF85.360	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4147969&LP=TRK	VIN #XLRAD85MC0E797611	25.704	6-2-2013 8:15:	Groot-Brittannie
2007 DAF CF85.360	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4932739&LP=TRK		28.520	7-2-2014 3:30:	Groot-Brittannie
2007 DAF CF85.360	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4932759&LP=TRK	VIN #E782450	23.665	7-2-2014 3:30:	Groot-Brittannie
2007 DAF CF85.360	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=5432527&LP=TRK	VIN #XLRAD85MCDE758822	23.241	4-9-2014 11:27:	Groot-Brittannie
2007 DAF CF85.360	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=5084367&LP=TRK		20.595	11-4-2014 3:11:	Groot-Brittannie
2007 DAF CF85.360	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=5432577&LP=TRK	VIN #XLRAC85MC0E777912	21.356	5-9-2014 6:10:	Groot-Brittannie
2007 DAF CF85.360	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4584523&LP=TRK	VIN #XLRAD85MC0E775734	20.927	2-9-2013 10:25:	Groot-Brittannie
2007 DAF CF85.360	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4147975&LP=TRK	VIN #JNZ6917	17.525	6-2-2013 8:17:	Groot-Brittannie
2006 DAF CF85.380	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4147987&LP=TRK	VIN #DL5619	22.199	6-2-2013 8:19:	Groot-Brittannie
2006 DAF CF85.380	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4662676&LP=TRK	VIN #XLRAE85XC0E697063	14.000	8-10-2013 5:22:	Frankrijk
2005 DAF CF85.380	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4147991&LP=TRK	VIN #05TN1735	19.278	6-2-2013 8:21:	Groot-Brittannie
2005 DAF CF85.380	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4932745&LP=TRK	VIN #XLRAD85XC0E669255	18.507	7-2-2014 3:30:	Groot-Brittannie
2005 DAF CF85.380	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4662678&LP=TRK	VIN #XLRAE85XC0E644305	10.000	8-10-2013 5:23:	Frankrijk
2004 DAF CF85.380	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4003861&LP=TRK	VIN #XLRAT85XC0E650153	24.000	4-12-2012 4:33:	Spanje
2004 DAF CF85.380	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4147993&LP=TRK	VIN #FNZ2440	14.020	6-2-2013 8:21:	Groot-Brittannie
2003 DAF CF85.380	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4148283&LP=TRK	VIN #XLRAS85XC0E614215	14.020	6-2-2013 9:35:	Groot-Brittannie
2003 DAF CF85.380	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4148287&LP=TRK	VIN #XLRAS85XC0E617807	14.020	6-2-2013 9:37:	Groot-Brittannie
2002 DAF CF85.380	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=5466135&LP=TRK	Stk #XLRTE85XC0E585455	7.500	9-10-2014 2:54:	Spanje
2001 DAF CF85.380	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=5231963&LP=TRK	VIN #XLRTE85XC0E565431	10.000	6-6-2014 4:47:	Spanje
2000 DAF CF85.380	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4662674&LP=TRK	VIN #XLRAE85XC0E519112	10.000	8-10-2013 5:22:	Frankrijk
1998 DAF CF85.380	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4584715&LP=TRK	VIN #XLRTE85XC0E484181	18.020	3-9-2013 2:41:	Groot-Brittannie
2009 DAF CF85.410	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4309925&LP=TRK	VIN #ZLRAD85MCOE827688	35.025	23-4-2013 7:53:	Groot-Brittannie
2009 DAF CF85.410	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4309929&LP=TRK	VIN #XLRAD85MCOE827693	35.025	23-4-2013 7:53:	Groot-Brittannie
2009 DAF CF85.410	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4309933&LP=TRK	VIN #XLRAD85MCOE827411	35.025	23-4-2013 7:53:	Groot-Brittannie
2009 DAF CF85.410	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4309941&LP=TRK	VIN #XLRAD85MCOE835647	35.025	23-4-2013 7:53:	Groot-Brittannie
2009 DAF CF85.410	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4309905&LP=TRK	VIN #XLRAD85MC0E827186	33.858	23-4-2013 7:44:	Groot-Brittannie
2009 DAF CF85.410	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4309909&LP=TRK	VIN #XL4RAD85MC0E826980	33.858	23-4-2013 7:53:	Groot-Brittannie
2009 DAF CF85.410	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4309911&LP=TRK	VIN #XLRAD85MC0E827640	33.858	23-4-2013 7:53:	Groot-Brittannie
2009 DAF CF85.410	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4309915&LP=TRK	VIN #XLRAD85MCOE827663	33.858	23-4-2013 7:53:	Groot-Brittannie
2009 DAF CF85.410	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4309921&LP=TRK	VIN #XLRAD85MC0E827679	33.858	23-4-2013 7:53:	Groot-Brittannie
2007 DAF CF85.410	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4932761&LP=TRK	VIN #XLRAD85MC0E754953	26.699	7-2-2014 3:30:	Groot-Brittannie
2007 DAF CF85.410	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4713339&LP=TRK		23.582	29-10-2013 6:24:	Groot-Brittannie
2007 DAF CF85.410	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=5432525&LP=TRK	VIN #XLRAD85MCOE761647	23.241	4-9-2014 11:27:	Groot-Brittannie
2007 DAF CF85.410	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4147973&LP=TRK	VIN #XLRAD85M0E762618	21.030	6-2-2013 8:16:	Groot-Brittannie
2007 DAF CF85.410	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4990967&LP=TRK	VIN #XLRAE85MC0E792730	13.000	28-2-2014 3:47:	Nederland
2007 DAF CF85.410	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=5214699&LP=TRK	VIN #XLRTE85MC0E748825	5.860	30-5-2014 7:01:	Groot-Brittannie
2006 DAF CF85.410	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4147979&LP=TRK	VIN #XLRAD85XC0E726415	22.199	6-2-2013 8:18:	Groot-Brittannie
2006 DAF CF85.410	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=5214709&LP=TRK	VIN #XLRTE85MC0E741163	5.860	2-6-2014 3:30:	Groot-Brittannie
2006 DAF CF85.410	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=5214713&LP=TRK	VIN #XLRTE85MC0E747364	5.860	2-6-2014 3:31:	Groot-Brittannie
2006 DAF CF85.430	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=3912697&LP=TRK	VIN #XLRAS85XC0E676612	53.000	31-10-2012 9:39:	Spanje
2006 DAF CF85.430	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4003499&LP=TRK	VIN #XLRAD85XC0E723217	27.000	4-12-2012 4:18:	Spanje
2006 DAF CF85.430	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4003495&LP=TRK	VIN #XLRAD85XC0E700547	26.000	4-12-2012 4:18:	Spanje
2006 DAF CF85.430	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4413077&LP=TRK	VIN #XLRAD85XC0E702702	25.000	10-6-2013 10:32:	Spanje
2005 DAF CF85.430	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=5087235&LP=TRK	VIN #XLRAD85XC0E659375	25.000	8-4-2014 4:42:	Italie
2005 DAF CF85.430	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=5084611&LP=TRK	VIN #05WX277	3.634	11-4-2014 3:19:	Groot-Brittannie
2004 DAF CF85.430	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=5214779&LP=TRK		12.955	30-5-2014 8:01:	Groot-Brittannie
2003 DAF CF85.430	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=5466129&LP=TRK	Stk #XLRTE85XC0E603620	7.000	9-10-2014 2:54:	Spanje
2002 DAF CF85.430	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=5432587&LP=TRK	VIN #WLZ7586	8.166	5-9-2014 6:11:	Groot-Brittannie
2001 DAF CF85.430	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4147911&LP=TRK	VIN #XLRTE85XCOE569378	6.134	6-2-2013 7:05:	Groot-Brittannie
2001 DAF CF85.430	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4147909&LP=TRK	VIN #OUI9905	5.842	6-2-2013 7:04:	Groot-Brittannie
2012 DAF CF85.460	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4849455&LP=TRK	VIN #XLRAD85MC0E946190	64.000	24-12-2013 5:03:	Italie
2012 DAF CF85.460	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4849457&LP=TRK	VIN #XLRAD85MC0E945521	63.000	24-12-2013 5:06:	Italie
2012 DAF CF85.460	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4849451&LP=TRK	VIN #XLRAD85MC0E945611	62.000	24-12-2013 5:01:	Italie
2012 DAF CF85.460	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4849453&LP=TRK	VIN #XLRAD85MC0E945858	62.000	24-12-2013 5:02:	Italie
2010 DAF CF85.460	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=5163587&LP=TRK	VIN #XLRAD85MC0E886754	151.000	9-5-2014 5:06:	Nederland
2006 DAF CF85.480	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=5018019&LP=TRK	VIN #XLRAD85XC0E697000	36.000	14-3-2014 8:18:	Italie
2006 DAF CF85.480	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=5087259&LP=TRK	VIN #XLRAD85XC0E728763	34.000	8-4-2014 4:42:	Italie
2006 DAF CF85.480	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=5087261&LP=TRK	VIN #XLRAD85XC0E729901	33.000	8-4-2014 4:42:	Italie
2005 DAF CF85.480	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4028649&LP=TRK	VIN #XLRAD85XC0E678410	34.000	11-12-2012 9:03:	Italie
1997 DAF FA45.150	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4616085&LP=TRK	VIN #XLRAE45CE0L155015	2.250	20-9-2013 4:48:	Spanje
1992 DAF FA45.150	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4008709&LP=TRK	VIN #XLRAE45CE0L063624	2.500	4-12-2012 3:16:	Spanje
1998 DAF FA55.160	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4393735&LP=TRK		4.384	31-5-2013 9:44:	Groot-Brittannie
1991 DAF FA1700	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4437229&LP=TRK	Stk #XLRAE64NT0L056552	2.250	20-6-2013 8:52:	Portugal
2006 DAF LF45.130	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=5251081&LP=TRK		2.174	19-6-2014 11:03:	Groot-Brittannie
2005 DAF LF45.130	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=5163447&LP=TRK	VIN #XLRAE45BF0L268542	3.500	9-5-2014 5:02:	Nederland
2005 DAF LF45.130	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4393701&LP=TRK		2.630	31-5-2013 9:26:	Groot-Brittannie
2005 DAF LF45.130	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4393703&LP=TRK	VIN #XLRAE45BF0L267353	2.630	31-5-2013 9:26:	Groot-Brittannie
2005 DAF LF45.130	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=5399179&LP=TRK		2.393	15-8-2014 4:07:	Groot-Brittannie
2005 DAF LF45.130	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=5265529&LP=TRK	VIN #XLRAE65BF0L313675	2.112	19-6-2014 5:47:	Groot-Brittannie
2005 DAF LF45.130	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=5265533&LP=TRK	VIN #XLRAE45BF0L269916	2.112	19-6-2014 5:50:	Groot-Brittannie
2005 DAF LF45.130	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=5163143&LP=TRK	VIN #XLRAE45BF0L311991	2.000	9-5-2014 2:36:	Nederland
2005 DAF LF45.130	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=5163145&LP=TRK	VIN #XLRAE45BF0L311218	2.000	9-5-2014 2:36:	Nederland
2002 DAF LF45.130	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4930291&LP=TRK	VIN #240197	1.517	7-2-2014 3:51:	Groot-Brittannie
2001 DAF LF45.130	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4148139&LP=TRK	VIN #0L233106	4.965	6-2-2013 8:51:	Groot-Brittannie
2008 DAF LF45.140	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4393721&LP=TRK		7.015	31-5-2013 9:37:	Groot-Brittannie
2008 DAF LF45.140	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4393723&LP=TRK		5.846	31-5-2013 9:38:	Groot-Brittannie
2007 DAF LF45.140	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4932639&LP=TRK	VIN #L33964	7.281	7-2-2014 3:34:	Groot-Brittannie
2007 DAF LF45.140	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4148197&LP=TRK	VIN #XLRAE45FF0L331421	7.010	6-2-2013 9:04:	Groot-Brittannie
2007 DAF LF45.140	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4932615&LP=TRK		6.675	7-2-2014 3:34:	Groot-Brittannie
2007 DAF LF45.140	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4393675&LP=TRK		7.015	31-5-2013 8:50:	Groot-Brittannie
2007 DAF LF45.140	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4393617&LP=TRK	VIN #XLRAE45FF0L332010	6.722	31-5-2013 8:30:	Groot-Brittannie
2006 DAF LF45.150	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4662740&LP=TRK	VIN #XLRAE45BF0L314712	6.550	8-10-2013 5:51:	Groot-Brittannie
2005 DAF LF45.150	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4932669&LP=TRK	VIN #XLRAE45BF0L263363	4.854	7-2-2014 3:34:	Groot-Brittannie
2005 DAF LF45.150	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4216579&LP=TRK	VIN #ONZ9489	3.744	13-3-2013 11:55:	Groot-Brittannie
2005 DAF LF45.150	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4591071&LP=TRK		3.487	5-9-2013 4:38:	Groot-Brittannie
2005 DAF LF45.150	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4297363&LP=TRK	Stk #BFOL259989	3.515	17-4-2013 7:36:	Groot-Brittannie
2005 DAF LF45.150	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4393693&LP=TRK		2.630	31-5-2013 8:58:	Groot-Brittannie
2004 DAF LF45.150	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4591073&LP=TRK		4.941	5-9-2013 4:38:	Groot-Brittannie
2004 DAF LF45.150	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=5529929&LP=TRK	VIN #XLRAE45BFOL250715	4.144	7-10-2014 4:25:	Northern Ireland, Groot-Brittannie
2004 DAF LF45.150	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4148331&LP=TRK	VIN #XLRAE45BF0L2485	3.505	6-2-2013 9:49:	Groot-Brittannie
2004 DAF LF45.150	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4930547&LP=TRK	VIN #L259847	3.338	7-2-2014 3:43:	Groot-Brittannie
2004 DAF LF45.150	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4930561&LP=TRK		3.034	7-2-2014 3:43:	Groot-Brittannie
2004 DAF LF45.150	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4238123&LP=TRK	VIN #XLRAE45BF0L259746	3.000	22-3-2013 11:38:	Nederland
2004 DAF LF45.150	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4662758&LP=TRK	VIN #XLRAE45BF0L254565	2.679	8-10-2013 5:59:	Groot-Brittannie
2004 DAF LF45.150	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4662818&LP=TRK	VIN #XLRAE45BF0LZ61114	2.382	8-10-2013 6:12:	Groot-Brittannie
2004 DAF LF45.150	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4662840&LP=TRK	VIN #XLRAE45BF0L261187	2.382	8-10-2013 6:14:	Groot-Brittannie
2004 DAF LF45.150	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=5084583&LP=TRK		2.302	11-4-2014 3:17:	Groot-Brittannie
2004 DAF LF45.150	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4393619&LP=TRK		2.338	31-5-2013 8:30:	Groot-Brittannie
2003 DAF LF45.150	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4216079&LP=TRK	VIN #KHZ 4345L246285	5.473	13-3-2013 10:16:	Groot-Brittannie
2003 DAF LF45.150	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4148705&LP=TRK	VIN #SJ53BKG	4.673	6-2-2013 10:59:	Groot-Brittannie
2003 DAF LF45.150	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4393759&LP=TRK		4.676	31-5-2013 9:48:	Groot-Brittannie
2003 DAF LF45.150	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4824153&LP=TRK		3.605	11-12-2013 4:52:	Groot-Brittannie
2003 DAF LF45.150	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4393677&LP=TRK	VIN #245738	2.046	31-5-2013 8:50:	Groot-Brittannie
2002 DAF LF45.150	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4393761&LP=TRK		4.676	31-5-2013 9:49:	Groot-Brittannie
2002 DAF LF45.150	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4148135&LP=TRK	VIN #YG02GFE	3.505	6-2-2013 8:50:	Groot-Brittannie
2002 DAF LF45.150	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=5251097&LP=TRK	VIN #XLRAE45BF0L235071	3.416	19-6-2014 11:06:	Groot-Brittannie
2002 DAF LF45.150	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4591093&LP=TRK	VIN #XLRAE45BF0L234313	2.906	5-9-2013 5:43:	Groot-Brittannie
2002 DAF LF45.150	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4591091&LP=TRK		2.616	5-9-2013 5:42:	Groot-Brittannie
2002 DAF LF45.150	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=5432557&LP=TRK	VIN #XLRAE45BF0L234295	2.513	5-9-2014 7:52:	Groot-Brittannie
2002 DAF LF45.150	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4662860&LP=TRK	VIN #XLRAE45BF0L240513	2.084	8-10-2013 6:15:	Groot-Brittannie
2001 DAF LF45.150	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=5163163&LP=TRK	VIN #XLRAE45CE0L227120	8.500	9-5-2014 3:54:	Nederland
2001 DAF LF45.150	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=4148361&LP=TRK	VIN #0L231552	2.337	6-2-2013 9:58:	Groot-Brittannie
1998 DAF LF45.150	http://www.marketbook.nl//listingsdetail/detail.aspx?OHID=5163165&LP=TRK	VIN #XLRAE45CE0L156838	2.500	9-5-2014 3:55:	Nederland
